COMPANY,ADDRESS,LATITUDE,LONGITUDE,CO TPY,NOX TPY,Pb TPY,SO2 TPY,VOC TPY,PM10 TPY,PM2.5 TPY
EMPIRE PIPELINE CORP,"EMPIRE PIPELINE CORP,JOHNSON,TEXAS,USA",33.2267618,-102.4635269,0,0,0.0,0,0,0,0
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,JOHNSON,TEXAS,USA",33.2267618,-102.4635269,99.3303,42.235,0.0,4.4616,147.9409,8.6362,8.6362
BARNETT GATHERING LLC,"BARNETT GATHERING LLC,JOHNSON,TEXAS,USA",31.9685988,-99.9018131,1.8152,5.6735,0.0,0.0276,8.5165,0.0528,0.0528
ENLINK NORTH TEXAS GATHERING LP,"ENLINK NORTH TEXAS GATHERING LP,JOHNSON,TEXAS,USA",33.2267618,-102.4635269,6.2538,30.117,0.0,0.1274,4.1707,2.1662,2.1662
TEP BARNETT USA LLC,"TEP BARNETT USA LLC,JOHNSON,TEXAS,USA",32.4133566,-97.35165579999999,2.0158,0.6714,0.0,0.0067,16.076,0.1427,0.1427
BOSQUE DISPOSAL SYSTEMS LLC,"BOSQUE DISPOSAL SYSTEMS LLC,JOHNSON,TEXAS,USA",33.2267618,-102.4635269,0,0,0.0,0,6.1568,0,0
STANDARD PAINTS INC,"STANDARD PAINTS INC,JOHNSON,TEXAS,USA",32.5459893,-97.151439,0,0,0.0,0,32.0381,0,0
ABILENE LANDFILL TX LP,"ABILENE LANDFILL TX LP,JONES,TEXAS,USA",32.4487364,-99.73314390000002,20.76,4.55,0.0,21.88,7.477,10.155,6.161
ABILENE ENVIRONMENTAL LANDFILL INC,"ABILENE ENVIRONMENTAL LANDFILL INC,JONES,TEXAS,USA",32.5251464,-99.7511825,0.0001,0.0001,0.0,0,13.1424,6.57,3.92
RED EWALD INC,"RED EWALD INC,KARNES,TEXAS,USA",28.855193,-97.8854344,0,0,0.0,0,9.3179,0.085,0.085
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,KARNES,TEXAS,USA",28.9089085,-97.87216,12.456,39.8507,0.0,0.4097,3.2992,0.796,0.796
MAVERICK MAINTENANCE & SUPPLY LLC,"MAVERICK MAINTENANCE & SUPPLY LLC,KARNES,TEXAS,USA",28.882226,-97.89994809999999,0,0,0.0,0,7.2519,0.063,0.058
MURPHY EXPLORATION & PRODUCTION COMPANY-USA,"MURPHY EXPLORATION & PRODUCTION COMPANY-USA,KARNES,TEXAS,USA",28.9089085,-97.87216,77.2604,58.1947,0.0,11.37,77.268,1.7363,1.7363
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,KARNES,TEXAS,USA",28.8849772,-97.9008355,59.0507,50.0152,0.0,0.4172,67.0202,8.0244,8.0244
MARATHON OIL EF LLC,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399,17.7548,46.2025,0.0,1.0884,43.259,4.3787,4.3192
ELG UTILITY LLC,"ELG UTILITY LLC,KARNES,TEXAS,USA",28.9089085,-97.87216,25.4969,27.5762,0.0,92.8611,12.939,1.9378,1.9378
VALIDUS ENERGY AQUILAS ASSETCO LLC,"VALIDUS ENERGY AQUILAS ASSETCO LLC,KARNES,TEXAS,USA",28.9089085,-97.87216,43.925,46.0918,0.0,0.9016,71.6795,5.8394,5.8394
LONESTAR OPERATING LLC,"LONESTAR OPERATING LLC,KARNES,TEXAS,USA",28.9089085,-97.87216,32.255,13.641,0.0,125.584,21.5079,0.329,0.329
FLEXIBLE FOAM PRODUCTS INC,"FLEXIBLE FOAM PRODUCTS INC,KAUFMAN,TEXAS,USA",32.719842,-96.2698348,0,0,0.0,0,3.8377,0,0
CONECSUS LLC,"CONECSUS LLC,KAUFMAN,TEXAS,USA",32.728766,-96.316907,1.5535,1.8494,0.1779,0.0663,3.4499,5.597,5.4191
SMURFIT KAPPA NORTH AMERICA LLC,"SMURFIT KAPPA NORTH AMERICA LLC,KAUFMAN,TEXAS,USA",32.5890238,-96.3088693,52.7124,73.9437,0.0069,66.3141,15.3779,13.2347,13.1563
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,KAUFMAN,TEXAS,USA",32.5890238,-96.3088693,457.6025,1192.2207,0.0,22.5248,8.4326,155.3179,155.3175
HUNTER PANELS LLC,"HUNTER PANELS LLC,KAUFMAN,TEXAS,USA",32.7277544,-96.3277663,1.696,2.019,0.0,0.013,15.6563,1.813,1.813
OASIS PIPELINE COMPANY TEXAS LP,"OASIS PIPELINE COMPANY TEXAS LP,KENDALL,TEXAS,USA",29.9603413,-98.7481167,56.1418,219.68,0.0,2.3358,2.4788,4.5348,4.5348
OXY USA WTP LP,"OXY USA WTP LP,KENT,TEXAS,USA",31.0693026,-104.2171393,241.2727,380.429,0.0,3.1649,92.1216,19.418,19.418
OASIS PIPELINE CO TEXAS LP,"OASIS PIPELINE CO TEXAS LP,KIMBLE,TEXAS,USA",30.3860882,-99.8972096,55.5978,217.8067,0.0,2.3164,2.0794,4.4966,4.4966
KING RANCH INC,"KING RANCH INC,KLEBERG,TEXAS,USA",27.4308339,-97.69822719999999,1.87,3.24,0.0,0.05,0.25,35.4,2.39
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,KLEBERG,TEXAS,USA",27.4308339,-97.69822719999999,329.0794,758.5443,0.0,1.8101,53.3206,35.6409,35.6409
TURNER INDUSTRIES GROUP LLC,"TURNER INDUSTRIES GROUP LLC,LAMAR,TEXAS,USA",33.75694,-95.6457951,0.6277,0.7473,0.0,0.0045,28.4662,2.017,0
PARIS GENERATION LP,"PARIS GENERATION LP,LAMAR,TEXAS,USA",33.6609389,-95.55551299999999,39.4578,191.3458,0.0,1.0849,10.953,13.6865,13.561
NATURAL GAS PIPELINE CO OF AMERICA LLC,"NATURAL GAS PIPELINE CO OF AMERICA LLC,LAMAR,TEXAS,USA",31.9685988,-99.9018131,164.1266,104.0273,0.0,0.1648,27.7838,13.415,13.415
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,LAMAR,TEXAS,USA",28.1394565,-97.0055455,571.6118,795.8842,0.0,14.9514,11.9787,95.8242,95.824
SILGAN CAN COMPANY,"SILGAN CAN COMPANY,LAMAR,TEXAS,USA",33.6904049,-95.5624099,9.43,11.24,0.0,0.0602,20.031,0.852,0.852
WASTE MANAGEMENT OF TEXAS  INC,"WASTE MANAGEMENT OF TEXAS  INC,LAMAR,TEXAS,USA",28.1394565,-97.0055455,5.25,0.85,0.0,1.85,2.15,0.24,0.24
MIDCONTINENT EXPRESS PIPELINE LLC,"MIDCONTINENT EXPRESS PIPELINE LLC,LAMAR,TEXAS,USA",28.1394565,-97.0055455,31.6502,114.6804,0.0,0.4549,30.0795,7.7142,7.7142
GULF SOUTH PIPELINE COMPANY LLC,"GULF SOUTH PIPELINE COMPANY LLC,LAMAR,TEXAS,USA",28.1394565,-97.0055455,2.2094,14.0033,0.0,1.9145,20.7358,4.2029,3.7829
TEXAS PRODUCERS COOPERATIVE SUDAN PLANT,"TEXAS PRODUCERS COOPERATIVE SUDAN PLANT,LAMB,TEXAS,USA",34.0730261,-102.519081,0.89,1.06,0.0,0.01,0.06,17.76,1.28
SOUTHWESTERN PUBLIC SERVICE COMPANY,"SOUTHWESTERN PUBLIC SERVICE COMPANY,LAMB,TEXAS,USA",31.9685988,-99.9018131,147.6522,866.4066,0.0026,3.1455,28.3257,40.3739,40.3739
SPADE COOPERATIVE INC,"SPADE COOPERATIVE INC,LAMB,TEXAS,USA",33.9278219,-102.1539089,0.75,0.89,0.0,0.01,0.05,7.93,0.6
EL PASO NATURAL GAS COMPANY LLC,"EL PASO NATURAL GAS COMPANY LLC,LAMB,TEXAS,USA",31.9685988,-99.9018131,34.666,270.891,0.0,0.06,12.623,4.8926,4.8926
AG PRODUCERS CO-OP,"AG PRODUCERS CO-OP,LAMB,TEXAS,USA",34.1886611,-102.1390764,1.77,2.1,0.0,0.01,0.12,24.29,1.8
PLAINS PIPELINE LP,"PLAINS PIPELINE LP,LA SALLE,TEXAS,USA",28.2758921,-99.1013498,5.7922,5.7988,0.0,0.0431,72.6865,1.0151,1.0151
FRIO LASALLE PIPELINE LP,"FRIO LASALLE PIPELINE LP,LA SALLE,TEXAS,USA",28.2758921,-99.1013498,8.7896,39.1911,0.0,0.4763,33.6486,6.3937,6.3937
CHEYENNE PETROLEUM COMPANY,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999,0.231,0.206,0.0,3.0966,3.097,0.013,0.009
LONESTAR OPERATING LLC,"LONESTAR OPERATING LLC,LA SALLE,TEXAS,USA",28.2758921,-99.1013498,8.1618,4.6059,0.0,105.9571,31.1347,0,0
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999,327.194,177.0408,0.0,0.7265,134.5354,11.6223,11.6223
CAPITAL STAR OIL AND GAS INC,"CAPITAL STAR OIL AND GAS INC,LAVACA,TEXAS,USA",29.4334079,-96.960866,33.83,18.805,0.0,106.221,16.785,1.051,1.051
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999,13.9849,8.6162,0.0,0.0166,1.7374,0.2109,0.2109
ENTERPRISE HYDROCARBONS LP,"ENTERPRISE HYDROCARBONS LP,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999,84.4199,108.5833,0.0,10.6973,32.621,26.3632,26.3632
PERMIAN HIGHWAY PIPELINE LLC,"PERMIAN HIGHWAY PIPELINE LLC,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999,7.0251,6.8899,0.0,0.3892,0.5887,0.7564,0.7564
LF MANUFACTURING INC,"LF MANUFACTURING INC,LEE,TEXAS,USA",30.169178,-96.86846919999999,0,0,0.0,0,24.9977,2.776,2.776
NUCOR CORPORATION,"NUCOR CORPORATION,LEON,TEXAS,USA",31.2152685,-95.9832577,665.1216,195.7173,0.1023,300.5384,58.1873,229.0889,159.5022
UNION TANK CAR COMPANY,"UNION TANK CAR COMPANY,LIBERTY,TEXAS,USA",30.1633593,-94.81059549999999,0.92,1.244,0.0,0.0301,9.6763,0.43,0.35
SUNOCO PIPELINE LP,"SUNOCO PIPELINE LP,LIBERTY,TEXAS,USA",30.1633593,-94.81059549999999,0,0,0.0,0,3.7727,0,0
EXXONMOBIL OIL CORPORATION,"EXXONMOBIL OIL CORPORATION,LIBERTY,TEXAS,USA",30.057993,-94.7954783,0.5403,0.3866,0.0,0.0091,7.6394,0.0576,0.0576
MOSS BLUFF HUB LLC,"MOSS BLUFF HUB LLC,LIBERTY,TEXAS,USA",30.0573101,-94.73535150000001,14.296,17.4858,0.0,0.1234,21.1492,1.6357,1.6357
ONEOK NGL PIPELINE LLC,"ONEOK NGL PIPELINE LLC,LIBERTY,TEXAS,USA",30.3086939,-94.69906,0.1686,0.0845,0.0,0,4.6349,0,0
SUNOCO PARTNERS MARKETING & TERMINALS LP,"SUNOCO PARTNERS MARKETING & TERMINALS LP,LIBERTY,TEXAS,USA",31.9685988,-99.9018131,0,0,0.0,0,1.4936,0,0
QUAIL CREEK OIL CORP,"QUAIL CREEK OIL CORP,LIBERTY,TEXAS,USA",30.1132783,-94.6429053,10.8647,5.6939,0.0,10.938,21.479,0.033,0.033
SOUTH TEXAS OPERATING COMPANY,"SOUTH TEXAS OPERATING COMPANY,LIBERTY,TEXAS,USA",30.057993,-94.7954783,6.18,0.96,0.0,0.01,3.872,0.27,0.27
COSTA ENERGY LLC,"COSTA ENERGY LLC,LIBERTY,TEXAS,USA",30.057993,-94.7954783,0.6393,0.7611,0.0,0.0046,12.6531,0.0579,0.0579
BALLARD EXPLORATION COMPANY INC,"BALLARD EXPLORATION COMPANY INC,LIBERTY,TEXAS,USA",29.7563696,-95.364649,1.4078,1.1932,0.0,0.0198,11.8871,0.06,0.06
WAGNER OIL COMPANY,"WAGNER OIL COMPANY,LIBERTY,TEXAS,USA",30.057993,-94.7954783,2.003,0.74,0.0,0.005,4.9897,0.119,0.119
PETRODOME OPERATING LLC,"PETRODOME OPERATING LLC,LIBERTY,TEXAS,USA",30.057993,-94.7954783,9.4951,7.1254,0.0,0.0146,21.3588,0.2469,0.2469
NRG TEXAS POWER LLC,"NRG TEXAS POWER LLC,LIMESTONE,TEXAS,USA",31.4135691,-96.2394445,1182.8831,5028.3824,0.0615,4920.9798,28.9697,474.5285,362.8956
CRESCENT PASS ENERGY LLC,"CRESCENT PASS ENERGY LLC,LIMESTONE,TEXAS,USA",31.5476407,-96.5275415,110.4582,102.8265,0.0,0.1068,37.265,1.4599,1.4599
MEXIA LANDFILL TX LP,"MEXIA LANDFILL TX LP,LIMESTONE,TEXAS,USA",31.6156504,-96.4990417,22.29,5.27,0.0,2.03,1.806,3.46,2.49
TREND GATHERING & TREATING LLC,"TREND GATHERING & TREATING LLC,LIMESTONE,TEXAS,USA",31.5461078,-96.663812,28.3293,26.5246,0.0,97.4261,19.0529,2.4197,2.4197
DIAMOND SHAMROCK REFINING COMPANY LP,"DIAMOND SHAMROCK REFINING COMPANY LP,LIVE OAK,TEXAS,USA",28.4698343,-98.1796978,265.6254,268.7163,0.0079,44.1746,399.8811,47.3438,41.9357
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,LIVE OAK,TEXAS,USA",29.5631873,-98.3347603,20.7854,18.817,0.0,4.1033,21.1,1.6185,1.6185
TEAL OPERATING LLC,"TEAL OPERATING LLC,LIVE OAK,TEXAS,USA",29.5631873,-98.3347603,5.0805,8.9098,0.0,151.1594,32.6233,0.7131,0.7131
VALERO ENERGY PARTNERS LP,"VALERO ENERGY PARTNERS LP,LIVE OAK,TEXAS,USA",29.5631873,-98.3347603,0.1866,0.0928,0.0,0,157.3089,0,0
LOWER COLORADO RIVER AUTHORITY,"LOWER COLORADO RIVER AUTHORITY,LLANO,TEXAS,USA",30.5576286,-98.3729858,17.4045,72.5922,0.0,7.1754,7.6969,48.7977,48.7598
LUBBOCK COTTON GROWERS,"LUBBOCK COTTON GROWERS,LUBBOCK,TEXAS,USA",33.4879188,-101.8155593,2.23,2.65,0.0,0.02,0.15,25.12,1.77
DELAWARE G&P LLC,"DELAWARE G&P LLC,LOVING,TEXAS,USA",33.262764,-98.51067379999999,118.7991,128.1487,0.0,1.7541,52.4429,6.2956,6.2956
DELAWARE BASIN MIDSTREAM LLC,"DELAWARE BASIN MIDSTREAM LLC,LOVING,TEXAS,USA",33.262764,-98.51067379999999,36.5636,32.9852,0.0,30.034,57.3792,2.0044,2.0044
WPX ENERGY PERMIAN LLC,"WPX ENERGY PERMIAN LLC,LOVING,TEXAS,USA",33.262764,-98.51067379999999,17.9984,8.523,0.0,0,14.9917,0.7484,0.7484
ANADARKO GATHERING COMPANY LLC,"ANADARKO GATHERING COMPANY LLC,LOVING,TEXAS,USA",31.9282247,-94.87632649999999,28.3239,37.4857,0.0,1.902,68.7461,1.2365,1.2085
DELAWARE BASIN JV GATHERING LLC,"DELAWARE BASIN JV GATHERING LLC,LOVING,TEXAS,USA",33.262764,-98.51067379999999,13.0867,28.2869,0.0,0.1807,70.6615,2.7975,2.7515
XTO ENERGY INC,"XTO ENERGY INC,LOVING,TEXAS,USA",33.262764,-98.51067379999999,47.26,42.6,0.0,0.47,102.05,3.38,3.38
MARKWEST TORNADO GP LLC,"MARKWEST TORNADO GP LLC,LOVING,TEXAS,USA",33.262764,-98.51067379999999,44.6189,61.203,0.0,0.4181,41.8584,13.3299,13.3299
ARCHER DANIELS MIDLAND COMPANY,"ARCHER DANIELS MIDLAND COMPANY,LUBBOCK,TEXAS,USA",33.5442657,-101.8076858,4.97,5.91,0.0,0.04,70.61,98.422,19.968
IDALOU COOPERATIVE GIN COMPANY,"IDALOU COOPERATIVE GIN COMPANY,LUBBOCK,TEXAS,USA",33.6659231,-101.6746205,1.01,1.2,0.0,0.01,0.07,15.73,1.13
LUBBOCK POWER & LIGHT,"LUBBOCK POWER & LIGHT,LUBBOCK,TEXAS,USA",33.582825,-101.8482661,26.9153,9,0.0,0.1366,0.5162,1.7816,1.7816
PYCO INDUSTRIES INC,"PYCO INDUSTRIES INC,LUBBOCK,TEXAS,USA",33.5648119,-101.8254819,23.82,18.12,0.0,0.2,106.64,555.4416,8.3896
SLATON COOPERATIVE GIN COMPANY,"SLATON COOPERATIVE GIN COMPANY,LUBBOCK,TEXAS,USA",33.4190594,-101.6433502,1.06,1.27,0.0,0.01,0.07,18.91,1.27
SOUTHWESTERN PUBLIC SERVICE COMPANY,"SOUTHWESTERN PUBLIC SERVICE COMPANY,LUBBOCK,TEXAS,USA",33.5845617,-101.8456417,295.8834,1441.9189,0.0054,8.633,61.3494,97.491,93.0449
TEXAS TECH UNIVERSITY,"TEXAS TECH UNIVERSITY,LUBBOCK,TEXAS,USA",33.5845522,-101.8746483,34.1366,73.73,0.0,0.3244,2.9778,4.8396,4.1083
FARMERS COOPERATIVE ASSOCIATION OF ODONNELL TEXAS,"FARMERS COOPERATIVE ASSOCIATION OF ODONNELL TEXAS,LYNN,TEXAS,USA",33.1668116,-101.7894815,0.38,0.46,0.0,0,0.03,5.69,0.4
NEW HOME COOPERATIVE GIN,"NEW HOME COOPERATIVE GIN,LYNN,TEXAS,USA",33.3269749,-102.0507823,1.1,1.3,0.0,0.01,0.07,19.42,1.43
TEXAS STAR COOPERATIVE GIN,"TEXAS STAR COOPERATIVE GIN,LYNN,TEXAS,USA",33.3150584,-101.7271486,1.76,2.1,0.0,0.01,0.12,17.9,1.42
FIKES WHOLESALE INC,"FIKES WHOLESALE INC,MCLENNAN,TEXAS,USA",31.5336334,-97.2108671,1.8955,0.7582,0.0,0.0111,17.2474,0,0
OWENS-BROCKWAY GLASS CONTAINER INC,"OWENS-BROCKWAY GLASS CONTAINER INC,MCLENNAN,TEXAS,USA",31.5182285,-97.179026,35.78,125.75,0.0185,64.4939,7.916,35.8846,35.8846
MOTIVA ENTERPRISES LLC,"MOTIVA ENTERPRISES LLC,MCLENNAN,TEXAS,USA",31.6146369,-97.1083724,6.7299,2.6919,0.0,0,17.9373,0.1034,0.1034
LEHIGH WHITE CEMENT COMPANY LLC,"LEHIGH WHITE CEMENT COMPANY LLC,MCLENNAN,TEXAS,USA",31.4857754,-97.248003,104.7132,361.7,0.0006,5.008,7.5829,47.7317,17.4903
PACKAGING CORPORATION OF AMERICA,"PACKAGING CORPORATION OF AMERICA,MCLENNAN,TEXAS,USA",31.4979801,-97.2007904,10.0088,11.9033,0.0,0.073,48.386,0.9121,0.9121
WASTE MANAGEMENT OF TEXAS  INC,"WASTE MANAGEMENT OF TEXAS  INC,MCLENNAN,TEXAS,USA",31.5182285,-97.179026,12.957,2.917,0.0,0.705,1.6752,3.665,1.315
BAYLOR UNIVERSITY,"BAYLOR UNIVERSITY,MCLENNAN,TEXAS,USA",31.5500848,-97.11354,5.705,4.993,0.0,0.1493,0.8222,1.4264,1.4264
FLINT HILLS RESOURCES CORPUS CHRISTI LLC,"FLINT HILLS RESOURCES CORPUS CHRISTI LLC,MCLENNAN,TEXAS,USA",27.8005828,-97.39638099999999,0.154,0.064,0.0,0,18.9397,0.3611,0.0017
CITY OF WACO,"CITY OF WACO,MCLENNAN,TEXAS,USA",31.549333,-97.1466695,13.2926,3.0182,0.0,0.6875,9.1283,13.7705,8.8805
SPACE EXPLORATION TECHNOLOGIES CORP,"SPACE EXPLORATION TECHNOLOGIES CORP,MCLENNAN,TEXAS,USA",31.4113224,-97.43309219999999,1405.7821,10.0552,0.0,0.6316,16.8033,6.5208,1.6128
CLARKE PRODUCTS INC,"CLARKE PRODUCTS INC,MCLENNAN,TEXAS,USA",31.5729101,-97.1020508,0.269,0.3203,0.0,0.0019,25.6299,0.8666,0.865
SANDY CREEK SERVICES LLC,"SANDY CREEK SERVICES LLC,MCLENNAN,TEXAS,USA",31.4743785,-96.9592849,460.9395,1067.708,0.012,2324.9072,14.4439,252.582,170.7023
SPECIALTY COMPOSITES GROUP LTD,"SPECIALTY COMPOSITES GROUP LTD,MCLENNAN,TEXAS,USA",31.5182285,-97.179026,0,0,0.0,0,8.0148,0,0
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,MCMULLEN,TEXAS,USA",28.3102323,-98.5721016,19.5409,33.9358,0.0,0.2239,35.8958,3.6311,3.6311
SILVERBOW RESOURCES OPERATING LLC,"SILVERBOW RESOURCES OPERATING LLC,MCMULLEN,TEXAS,USA",28.4312769,-98.4735381,56.331,16.8454,0.0,13.9991,42.913,1.0194,1.0194
SEA EAGLE FORD LLC,"SEA EAGLE FORD LLC,MCMULLEN,TEXAS,USA",32.7848517,-96.9008376,15.72,9.85,0.0,35.364,10.51,0.73,0.73
CHEYENNE PETROLEUM COMPANY,"CHEYENNE PETROLEUM COMPANY,MCMULLEN,TEXAS,USA",28.3102323,-98.5721016,6.6,9.31,0.0,22.5796,18.9953,0.76,0.75
SOUTHWESTERN ELECTRIC POWER COMPANY,"SOUTHWESTERN ELECTRIC POWER COMPANY,MARION,TEXAS,USA",29.5709655,-98.1420491,158.56,523.59,0.001,2.402,22.457,29.74,29.48
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,MARION,TEXAS,USA",29.5709655,-98.1420491,64.0304,20.1059,0.0,0.5711,27.5002,3.4021,3.122
NORBORD TEXAS JEFFERSON INC,"NORBORD TEXAS JEFFERSON INC,MARION,TEXAS,USA",32.7573626,-94.34519259999999,83.0754,165.2076,0.0059,10.7541,57.9883,61.3292,61.3292
DIAMONDBACK E&P LLC,"DIAMONDBACK E&P LLC,MARTIN,TEXAS,USA",32.2364722,-101.9804613,0.18,0.09,0.0,12.45,3.79,0,0
LF MANUFACTURING INC,"LF MANUFACTURING INC,MARTIN,TEXAS,USA",31.9685988,-99.9018131,0,0,0.0,0,23.5183,0.1421,0.1421
WTG NORTH PERMIAN MIDSTREAM LLC,"WTG NORTH PERMIAN MIDSTREAM LLC,MARTIN,TEXAS,USA",32.2364722,-101.9804613,4.13,43.97,0.0,0.023,64.2415,3.57,3.57
TARGA PIPELINE MID-CONTINENT WESTTEX LLC,"TARGA PIPELINE MID-CONTINENT WESTTEX LLC,MARTIN,TEXAS,USA",32.2364722,-101.9804613,24.2626,24.6912,0.0,26.6819,36.1294,1.7323,1.714
CELANESE LTD,"CELANESE LTD,MATAGORDA,TEXAS,USA",28.691133,-95.96827139999999,27.5982,4.1761,0.0,0.7018,41.6939,1.3375,0.0752
STATEWIDE COTTON COMPANY,"STATEWIDE COTTON COMPANY,MATAGORDA,TEXAS,USA",28.7302893,-96.21638159999999,2.87,3.41,0.0,0.02,0.19,26.36,1.85
EQUISTAR CHEMICALS LP,"EQUISTAR CHEMICALS LP,MATAGORDA,TEXAS,USA",28.7855746,-95.94322230000002,5.541,2.275,0.0,1.419,138.44,0.181,0.13
ENTERPRISE  PRODUCTS  OPERATING  LLC,"ENTERPRISE  PRODUCTS  OPERATING  LLC,MATAGORDA,TEXAS,USA",28.8204837,-95.9832577,0.0703,0.0359,0.0,0.0003,1.4011,0,0
FLORIDA GAS TRANSMISSION CO LLC,"FLORIDA GAS TRANSMISSION CO LLC,MATAGORDA,TEXAS,USA",28.691133,-95.96827139999999,0.0131,0.0876,0.0,0,1.8174,0.002,0.002
TEXAS EASTERN TRANSMISSION LP,"TEXAS EASTERN TRANSMISSION LP,MATAGORDA,TEXAS,USA",28.691133,-95.96827139999999,4.6179,5.9014,0.0,0.9265,10.9726,2.1643,2.1643
KINDER MORGAN TEXAS PIPELINE LLC,"KINDER MORGAN TEXAS PIPELINE LLC,MATAGORDA,TEXAS,USA",28.691133,-95.96827139999999,21.5871,38.0079,0.0,0.1094,7.6421,1.7755,1.7755
WILLIAMS FIELD SERVICES COMPANY LLC,"WILLIAMS FIELD SERVICES COMPANY LLC,MATAGORDA,TEXAS,USA",28.691133,-95.96827139999999,10.4188,62.2961,0.0,1.5634,14.862,6.6033,6.6033
OQ CHEMICALS CORPORATION,"OQ CHEMICALS CORPORATION,MATAGORDA,TEXAS,USA",28.691133,-95.96827139999999,246.6416,517.3819,0.0,2.4038,255.9436,20.7083,20.5225
TRES PALACIOS GAS STORAGE LLC,"TRES PALACIOS GAS STORAGE LLC,MATAGORDA,TEXAS,USA",28.9665412,-96.06923669999999,11.461,37.4013,0.0,0.2097,12.7442,3.5296,3.5296
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,89.2658,110.9132,0.0,2.2265,76.7073,8.7555,8.7555
TARGA PIPELINE MID-CONTINENT WESTTEX LLC,"TARGA PIPELINE MID-CONTINENT WESTTEX LLC,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,89.0664,76.6879,0.0,70.6352,43.5574,4.359,4.359
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,257.0189,653.2984,0.0,9.5697,91.9515,8.5499,8.5499
NORTHERN NATURAL GAS CO,"NORTHERN NATURAL GAS CO,MIDLAND,TEXAS,USA",31.8539505,-101.796543,108.8243,438.4418,0.0,0.0806,11.7513,4.8617,4.8617
CHEVRON USA INC,"CHEVRON USA INC,MIDLAND,TEXAS,USA",31.9931157,-102.1688307,16.2916,141.5726,0.0,0.0482,25.6978,3.3729,3.3729
ONEOK WESTEX TRANSMISSION LLC,"ONEOK WESTEX TRANSMISSION LLC,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,24.2619,87.7451,0.0,0.0198,5.2686,1.3143,1.3143
CENTURION PIPELINE LP,"CENTURION PIPELINE LP,MIDLAND,TEXAS,USA",32.0363734,-102.0909554,0.0224,0.0334,0.0,0,64.215,0.0002,0.0002
PLAINS PIPELINE LP,"PLAINS PIPELINE LP,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,0,0,0.0,0,115.741,0,0
LATHAM POOL PRODUCTS INC,"LATHAM POOL PRODUCTS INC,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,0,0,0.0,0,68.55,0.547,0
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,MIDLAND,TEXAS,USA",32.030319,-102.08578,31.9774,52.8083,0.0,0.0853,45.112,1.4606,1.4606
NAVITAS MIDSTREAM MIDLAND BASIN LLC,"NAVITAS MIDSTREAM MIDLAND BASIN LLC,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,104.2492,147.1232,0.0,32.0354,83.7903,13.2793,13.2793
TARGA GAS PROCESSING LLC,"TARGA GAS PROCESSING LLC,MIDLAND,TEXAS,USA",31.9973456,-102.0779146,26.1103,23.0584,0.0,7.3511,61.8598,2.3809,2.3809
SMITH INDUSTRIES LLC,"SMITH INDUSTRIES LLC,MIDLAND,TEXAS,USA",31.9796549,-102.0259202,1.1032,1.3192,0.0,0.0136,13.1964,0.1144,0.1144
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,MITCHELL,TEXAS,USA",31.9685988,-99.9018131,4.763,50.8302,0.0,1.0614,2.688,0.914,0.9138
PECAN PIPELINE COMPANY,"PECAN PIPELINE COMPANY,MONTAGUE,TEXAS,USA",33.6460993,-97.69822719999999,30.6978,86.8345,0.0,0.2886,31.1517,5.9074,5.9074
DENBURY ONSHORE LLC,"DENBURY ONSHORE LLC,MONTGOMERY,TEXAS,USA",30.3882613,-95.69633549999999,4.0369,11.6303,0.0,0,11.3331,0.9219,0.9219
